"id","statecode","stshcode","statecrscode","nationalcrscode","course_desc","course_sdesc","course_ldescr","course_cat_type","course_cat_type_name","course_subcatcode","course_subcat_name","course_catcode","course_catname","course_level_type","course_level_type_value","course_length","course_length_value","available_course_credit","available_course_credit_value","graduation_requirement","course_level","course_level_value","cet_course","cet_course_value","state_off_in_grade","county_off_in_grade","max_gpa_unweighted","max_gpa_unweighted_value","max_gpa_weighted","max_gpa_weighted_value","course_url","course_prerequisites","course_prerequisite_value","course_code","course_perquisitestext","course_blocked","rs_code","course_type","course_type_value","course_datasource","course_teacherattribute","equivalent_courses","include_in_gpa","series_of_courses","mandatory","mandatory_value","is_fine_arts","course_sced_code","eoc_applicable","eoc_applicable_value","waeoc_final_grade","credit_per_semester","max_semesters","offered_gradeto","grading_pattern","course_flg","cclstrids","jobids","crusr","crdate","cripaddress","modusr","moddate","modipaddress","sts"
220,12,FL,"1001370","",English 3,ENG 3,"This course focuses on the study of literature, language, and composition.  Emphasis is placed on developing an understanding of major authors, periods, features, and themes of American literature and on using the writing process to produce specified types of papers, including literary analysis, the persuasive essay, and the brief research paper.  Speaking and listening skills, vocabulary development, study skills, and reference skills are also included.","1177",English,238,English,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","10,11","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13252,"1141",Yes,"1001340",English II (any level),N,220,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
221,12,FL,"1001375","",English 3 for Credit Recovery,ENG 3 CR,"","1177",English,238,English,176,English/Language Arts,1069,Regular,1078,Credit Recovery,"1132","1.00",1095,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13265,"1142",No,"","",N,221,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
222,12,FL,"1001380","",English Honors 3,ENG HON 3,"This course focuses on the close reading and careful analysis of complex literary (with an emphasis on American literature) and informational texts, and the compositional process.  Students develop skill in reading analytically, speaking and listening, language, and composition. Emphasis is placed on key ideas and details, author's craft and structure, integration of knowledge and ideas, the range of reading and level of text complexity, vocabulary development, student research, and the process and production of various modes of writing.","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1097,Honors,"1150",No,"9, 10, 11, 12","10,11","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13194,"1141",Yes,"1001340",English Honors II or English II,N,222,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1122,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
223,12,FL,"1001400","",English 4,ENG 4,"This course focuses on the close reading and careful analysis of complex literary (with an emphasis British and World literature) and informational texts, and the compositional process.  Students develop skill in reading analytically, speaking and listening, language, and composition. Emphasis is placed on key ideas and details, author's craft and structure, integration of knowledge and ideas, the range of reading and level of text complexity, vocabulary development, student research, and the process and production of various modes of writing. ","1177",English,238,English,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","11,12","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13253,"1141",Yes,"1001370 ",English III (any level),N,223,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
224,12,FL,"1001402","",English 4 for Credit Recovery,ENG 4 CR,"","1177",English,238,English,176,English/Language Arts,1069,Regular,1078,Credit Recovery,"1132","1.00",1095,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13266,"1142",No,"","",N,224,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1119,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
226,12,FL,"1001410","",English Honors 4,ENG HON 4,"This course focuses on the close reading and careful analysis of complex literary (with an emphasis British and World literature) and informational texts, and the compositional process.  Students develop skill in reading analytically, speaking and listening, language, and composition. Emphasis is placed on key ideas and details, author's craft and structure, integration of knowledge and ideas, the range of reading and level of text complexity, vocabulary development, student research, and the process and production of various modes of writing. ","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1097,Honors,"1150",No,"9, 10, 11, 12","11,12","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13195,"1141",Yes,"1001370 ",English Honors III or English III,N,226,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
229,12,FL,"1001425","",Advanced Placement English Language and Composition Innovation,AP ENG COMPO INNOV,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1099,AP Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1138","5.00",http://www.cpalms.org/Public/PreviewCourse/Preview/14201,"1142",No,"","",N,229,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1113,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
231,12,FL,"1001460","",Applied Communications 1,APPL COMMS 1,"","1177",English,238,English,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13196,"1142",No,"","",N,231,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
232,12,FL,"1001470","",Applied Communications 2,APPL COMMS 2,"","1177",English,238,English,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13197,"1142",No,"","",N,232,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
233,12,FL,"1001480","",Communications Methodology Honors,COMMS MTH HON,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1095,1097,Honors,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13198,"1142",No,"","",N,233,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
234,12,FL,"1001550","",AICE English Language AS Level,AICE ENG LANG AS,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3167,"1142",No,"","",N,234,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
235,12,FL,"1001551","",AICE English Language 2 A Level,AICE ENG LANG 2 AL,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10424,"1142",No,"","",N,235,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
236,12,FL,"1001555","",AICE English Language and Literature AS Level,AICE ENG LANG/LIT AS,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10425,"1142",No,"","",N,236,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
237,12,FL,"1001560","",Pre-AICE English Language IGCSE Level,PRE-AICE ENG LANG IG,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3168,"1142",No,"","",N,237,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
240,12,FL,"1001816","",International Baccalaureate English Literature 1,IB ENGLISH LIT 1,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14738,"1142",No,"","",N,240,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
241,12,FL,"1001818","",International Baccalaureate English Literature 2,IB ENGLISH LIT 2,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14739,"1142",No,"","",N,241,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
242,12,FL,"1001820","",International Baccalaureate English Literature3,IB ENGLISH LIT 3,"This IB English course stresses literary study and includes written and oral assignments to prepare students for the IB examination.  Central to the course are critical analysis and independent thinking through the study of literature as text.  The major area of emphasis is narrative technique as it reveals character and theme and as it creates reader response.  Also included are the areas of vocabulary, language, and composition.","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","11,","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3171,"1141",Yes,"1001818",PIB English II,N,242,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
243,12,FL,"1001830","",International Baccalaureate English Literature 4,IB ENGLISH LIT 4,"This IB English course continues literary study and includes written and oral assignments to prepare students for the IB examination.  Central to the course are critical analysis and independent thinking through the study of literature as text.  The major area of emphasis is narrative technique as it reveals character and theme and as it creates reader response.  Also included are the areas of vocabulary, language, and composition.","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","12,","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3172,"1141",Yes,"1001820",PIB English III,N,243,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
244,12,FL,"1001840","",International Baccalaureate Mid Yrs Prog English 1,IB MYP ENG 1,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3173,"1142",No,"","",N,244,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
245,12,FL,"1001845","",International Baccalaureate Mid Yrs Prog English 2,IB MYP ENG 2,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3174,"1142",No,"","",N,245,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
246,12,FL,"1001870","",International Baccalaureate English B 1,IB ENGLISH B 1,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10411,"1142",No,"","",N,246,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
247,12,FL,"1001875","",International Baccalaureate English B 2,IB ENGLISH B 2,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10412,"1142",No,"","",N,247,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
248,12,FL,"1001880","",International Baccalaureate English Ab Initio 1,IB ENG AB INITIO 1,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10413,"1142",No,"","",N,248,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
249,12,FL,"1001885","",International Baccalaureate English Ab Initio 2,IB ENG AB INITIO 2,"","1177",English,238,English,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10414,"1142",No,"","",N,249,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
250,12,FL,"1002300","",English 1 Through ESOL,ENG 1 THROUGH ESOL,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13200,"1142",No,"","",N,250,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
251,12,FL,"1002305","",English 1 Through ESOL for Credit Recovery,ENG 1 THRU ESOL CR,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1078,Credit Recovery,"1132","1.00",1095,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13267,"1142",No,"","",N,251,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
252,12,FL,"1002310","",English 2 Through ESOL,ENG 2 THROUGH ESOL,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13201,"1142",No,"","",N,252,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
253,12,FL,"1002315","",English 2 Through ESOL for Credit Recovery,ENG 2 THRU ESOL CR,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1078,Credit Recovery,"1132","1.00",1095,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13268,"1142",No,"","",N,253,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
254,12,FL,"1002320","",English 3 Through ESOL,ENG 3 THROUGH ESOL,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13202,"1142",No,"","",N,254,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
255,12,FL,"1002325","",English 3 Through ESOL for Credit Recovery,ENG 3 THRU ESOL CR,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1078,Credit Recovery,"1132","1.00",1095,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13269,"1142",No,"","",N,255,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
258,12,FL,"1002520","",English 4 Through ESOL,ENG 4 THROUGH ESOL,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13203,"1142",No,"","",N,258,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
259,12,FL,"1002525","",English 4 Through ESOL for Credit Recovery,ENG 4 THRU ESOL CR,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1069,Regular,1079,Multiple (Through year or Multiple years),"1132","1.00",1095,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13271,"1142",No,"","",N,259,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
260,12,FL,"1002530","",Pre-AICE English as a Second Language IGCSE Level,PRE-AICE ESOL IGCSE,"","1177",English,239,English for Speakers of Other Languages,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1086,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10493,"1142",No,"","",N,260,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
261,12,FL,"1004300","",Semantics and Logic Honors,SEMANTICS-LOGIC HON,"","1177",English,240,Language and Logic,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1077,Semester,"1131","0.50",1095,1097,Honors,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13205,"1142",No,"","",N,261,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
262,12,FL,"1005300","",World Literature,WORLD LIT,"","1177",English,241,Literature,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13206,"1142",No,"","",N,262,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
263,12,FL,"1005310","",American Literature,AMER LIT,"","1177",English,241,Literature,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13207,"1142",No,"","",N,263,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
264,12,FL,"1005311","",Ancient Literature,ANCIENT LITERATURE,"","1177",English,241,Literature,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/14356,"1142",No,"","",N,264,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
265,12,FL,"1005312","",Modern Literature,MODERN LITERATURE,"","1177",English,241,Literature,176,English/Language Arts,1069,Regular,1075,Year,"1132","1.00",1086,1096,Regular,"1150",No,"9, 10, 11, 12, 30, 31","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/14355,"1142",No,"","",N,265,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
266,12,FL,"1005330","",Contemporary Literature,CONTEMP LIT,"","1177",English,241,Literature,176,English/Language Arts,1069,Regular,1077,Semester,"1131","0.50",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13208,"1142",No,"","",N,266,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
267,12,FL,"1005340","",Classical Literature,CL LIT,"","1177",English,241,Literature,176,English/Language Arts,1069,Regular,1077,Semester,"1131","0.50",1086,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13209,"1142",No,"","",N,267,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1121,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
268,12,FL,"1005350","",Literature and the Arts 1 Honors,LIT & THE ARTS 1 HON,"","1177",English,241,Literature,176,English/Language Arts,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1077,Semester,"1131","0.50",1090,1097,Honors,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13210,"1142",No,"","",N,268,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
